1	280
1	523
1	577
1	602
1	867
1	884
1	887
2	28
2	274
2	719
2	830
2	906
2	952
2	965
3	340
3	350
3	393
3	808
3	843
3	947
3	986
4	841
4	877
4	928
4	947
4	956
4	960
4	989
5	19
5	167
5	621
5	709
5	749
5	782
5	998
6	174
6	187
6	788
6	833
6	862
6	968
6	995
7	181
7	572
7	647
7	676
7	857
7	873
7	972
8	283
8	809
8	861
8	863
8	876
8	959
8	978
9	271
9	344
9	821
9	871
9	878
9	943
9	953
10	301
10	521
10	792
10	886
10	957
10	970
10	998
11	366
11	611
11	655
11	906
11	913
11	952
11	965
12	75
12	288
12	834
12	891
12	967
12	991
12	997
13	354
13	654
13	795
13	839
13	938
13	944
13	961
14	76
14	332
14	388
14	610
14	890
14	919
14	991
15	188
15	506
15	511
15	709
15	933
15	935
15	998
16	177
16	414
16	593
16	685
16	776
16	927
16	970
17	47
17	270
17	327
17	350
17	724
17	928
17	956
18	744
18	784
18	851
18	853
18	858
18	860
18	969
19	5
19	335
19	511
19	535
19	631
19	749
19	998
20	599
20	659
20	706
20	857
20	871
20	992
20	994
21	240
21	405
21	535
21	621
21	631
21	709
21	998
22	559
22	821
22	848
22	878
22	932
22	943
22	953
23	484
23	585
23	743
23	809
23	848
23	863
23	989
24	386
24	909
24	918
24	962
24	983
24	984
24	993
25	474
25	524
25	536
25	560
25	641
25	959
25	978
26	419
26	750
26	761
26	767
26	944
26	948
26	969
27	150
27	225
27	305
27	539
27	580
27	642
27	700
28	2
28	427
28	484
28	866
28	906
28	952
28	965
29	496
29	498
29	551
29	632
29	916
29	920
29	987
30	37
30	242
30	349
30	695
30	772
30	884
30	974
31	720
31	733
31	851
31	853
31	858
31	860
31	969
32	103
32	531
32	632
32	805
32	851
32	858
32	860
33	636
33	715
33	784
33	851
33	853
33	858
33	860
34	167
34	273
34	406
34	511
34	621
34	631
34	749
35	367
35	592
35	631
35	696
35	749
35	940
35	998
36	43
36	241
36	848
36	854
36	941
36	959
36	989
37	30
37	143
37	375
37	760
37	831
37	923
37	974
38	311
38	694
38	821
38	871
38	943
38	953
38	997
39	263
39	829
39	857
39	915
39	940
39	975
39	992
40	108
40	328
40	830
40	866
40	893
40	952
40	965
41	217
41	405
41	621
41	709
41	749
41	815
41	998
42	425
42	641
42	729
42	933
42	935
42	963
42	989
43	36
43	444
43	874
43	919
43	966
43	991
43	1000
44	360
44	731
44	849
44	857
44	940
44	979
44	981
45	425
45	708
45	727
45	819
45	822
45	933
45	935
46	276
46	409
46	604
46	701
46	752
46	923
46	974
47	17
47	718
47	902
47	939
47	956
47	960
47	986
48	510
48	603
48	754
48	783
48	834
48	880
48	954
49	735
49	758
49	777
49	803
49	875
49	896
49	909
50	654
50	826
50	879
50	902
50	908
50	924
50	984
51	403
51	466
51	575
51	626
51	642
51	657
51	888
52	476
52	593
52	617
52	886
52	927
52	970
52	998
53	679
53	746
53	755
53	758
53	786
53	864
53	889
54	429
54	551
54	654
54	839
54	944
54	948
54	969
55	252
55	680
55	850
55	885
55	936
55	973
55	990
56	362
56	625
56	764
56	812
56	822
56	933
56	935
57	233
57	687
57	722
57	724
57	797
57	894
57	963
58	455
58	811
58	869
58	875
58	895
58	896
58	948
59	324
59	477
59	814
59	880
59	891
59	954
59	959
60	613
60	616
60	823
60	836
60	845
60	876
60	898
61	249
61	530
61	601
61	613
61	823
61	876
61	898
62	715
62	720
62	784
62	851
62	853
62	858
62	860
63	309
63	489
63	606
63	773
63	932
63	943
63	953
64	726
64	769
64	815
64	824
64	859
64	865
64	868
65	428
65	540
65	792
65	914
65	926
65	970
65	976
66	401
66	705
66	833
66	911
66	913
66	964
66	985
67	338
67	632
67	837
67	897
67	916
67	920
67	977
68	702
68	828
68	836
68	951
68	962
68	983
68	993
69	373
69	636
69	703
69	900
69	952
69	996
69	1000
70	334
70	552
70	577
70	622
70	887
70	958
70	974
71	647
71	785
71	827
71	866
71	906
71	952
71	965
72	215
72	477
72	628
72	659
72	875
72	975
72	991
73	256
73	502
73	704
73	874
73	890
73	972
73	977
74	376
74	405
74	631
74	678
74	709
74	749
74	998
75	12
75	746
75	779
75	802
75	852
75	864
75	889
76	14
76	113
76	542
76	872
76	972
76	988
76	1000
77	596
77	757
77	813
77	946
77	962
77	983
77	993
78	722
78	746
78	755
78	852
78	864
78	882
78	889
79	219
79	435
79	819
79	881
79	933
79	935
79	982
80	591
80	773
80	919
80	955
80	976
80	980
80	988
81	283
81	389
81	644
81	753
81	941
81	959
81	989
82	594
82	676
82	835
82	946
82	962
82	983
82	993
83	737
83	871
83	932
83	943
83	953
83	982
83	997
84	491
84	777
84	780
84	803
84	895
84	896
84	999
85	759
85	778
85	856
85	914
85	926
85	976
85	985
86	320
86	526
86	725
86	792
86	817
86	886
86	970
87	342
87	932
87	934
87	940
87	943
87	953
87	979
88	320
88	444
88	857
88	872
88	961
88	977
88	996
89	275
89	475
89	520
89	538
89	756
89	958
89	999
90	257
90	481
90	517
90	711
90	779
90	846
90	854
91	246
91	434
91	442
91	768
91	844
91	968
91	985
92	590
92	703
92	919
92	955
92	977
92	980
92	996
93	640
93	685
93	873
93	885
93	971
93	973
93	990
94	596
94	702
94	813
94	835
94	951
94	983
94	993
95	534
95	601
95	729
95	753
95	861
95	969
95	978
96	159
96	501
96	714
96	773
96	921
96	966
96	980
97	326
97	701
97	728
97	837
97	897
97	916
97	920
98	707
98	830
98	866
98	893
98	906
98	952
98	965
99	106
99	196
99	358
99	698
99	817
99	970
99	998
100	403
100	635
100	700
100	781
100	946
100	983
100	993
101	359
101	447
101	492
101	570
101	832
101	916
101	920
102	527
102	841
102	885
102	902
102	928
102	956
102	986
103	32
103	161
103	604
103	862
103	945
103	985
103	995
104	166
104	711
104	729
104	733
104	798
104	861
104	989
105	177
105	835
105	946
105	951
105	962
105	983
105	993
106	99
106	617
106	817
106	927
106	970
106	992
106	998
107	670
107	720
107	851
107	853
107	858
107	860
107	969
108	40
108	115
108	682
108	767
108	839
108	938
108	944
109	416
109	736
109	798
109	803
109	869
109	875
109	895
110	536
110	589
110	645
110	681
110	747
110	929
110	941
111	140
111	485
111	885
111	912
111	936
111	964
111	973
112	296
112	777
112	780
112	793
112	875
112	895
112	896
113	76
113	624
113	900
113	903
113	921
113	961
113	977
114	469
114	646
114	794
114	803
114	880
114	891
114	994
115	108
115	290
115	429
115	795
115	937
115	938
115	944
116	363
116	522
116	616
116	783
116	861
116	876
116	898
117	271
117	411
117	441
117	483
117	605
117	958
117	999
118	562
118	701
118	728
118	837
118	897
118	916
118	920
119	381
119	473
119	754
119	870
119	967
119	975
119	979
120	676
120	850
120	910
120	936
120	964
120	971
120	973
121	607
121	885
121	905
121	957
121	964
121	971
121	973
122	578
122	790
122	872
122	903
122	921
122	955
122	981
123	514
123	659
123	696
123	880
123	906
123	934
123	940
124	447
124	619
124	832
124	874
124	897
124	916
124	920
125	311
125	737
125	878
125	894
125	932
125	943
125	953
126	504
126	855
126	917
126	961
126	976
126	988
126	996
127	561
127	738
127	821
127	904
127	906
127	952
127	965
128	418
128	574
128	687
128	722
128	894
128	925
128	963
129	679
129	736
129	824
129	859
129	865
129	868
129	930
130	261
130	554
130	771
130	872
130	955
130	988
130	1000
131	851
131	858
131	860
131	893
131	906
131	952
131	965
132	421
132	799
132	870
132	892
132	934
132	954
132	975
133	574
133	664
133	787
133	807
133	894
133	925
133	963
134	142
134	192
134	710
134	781
134	870
134	891
134	994
135	594
135	946
135	951
