1	54
1	66
1	649
1	1087
1	1127
1	1138
1	1354
1	1554
1	1725
1	4715
2	1769
2	2107
2	3059
2	3191
2	3480
2	3693
2	4083
2	4379
2	4716
2	4718
3	819
3	1023
3	2264
3	2527
3	3212
3	3701
3	3719
3	3806
3	3865
3	4970
4	2461
4	2482
4	3360
4	3794
4	3916
4	4074
4	4187
4	4235
4	4288
4	4859
5	41
5	188
5	236
5	249
5	313
5	407
5	432
5	583
5	895
5	3829
6	761
6	1210
6	1829
6	1992
6	2133
6	2184
6	2447
6	2568
6	2832
6	4491
7	1321
7	2955
7	3558
7	3703
7	3731
7	3940
7	3961
7	4009
7	4105
7	4543
8	112
8	131
8	234
8	382
8	765
8	892
8	967
8	1261
8	1334
8	3527
9	687
9	4090
9	4388
9	4517
9	4603
9	4671
9	4738
9	4837
9	4881
9	4895
10	3302
10	3823
10	3954
10	4059
10	4180
10	4303
10	4349
10	4380
10	4410
10	4536
11	736
11	2011
11	3055
11	3591
11	4026
11	4159
11	4186
11	4220
11	4304
11	4305
12	1928
12	4376
12	4387
12	4402
12	4579
12	4620
12	4690
12	4745
12	4814
12	4897
13	3020
13	3103
13	3800
13	3835
13	4079
13	4081
13	4091
13	4130
13	4147
13	4584
14	33
14	202
14	360
14	387
14	744
14	835
14	951
14	961
14	1157
14	3490
15	34
15	38
15	79
15	288
15	307
15	469
15	491
15	500
15	553
15	4766
16	635
16	751
16	762
16	1134
16	1574
16	2040
16	2102
16	2122
16	2164
16	4687
17	527
17	4436
17	4720
17	4727
17	4730
17	4792
17	4875
17	4883
17	4919
17	4921
18	100
18	191
18	303
18	408
18	524
18	643
18	747
18	954
18	1232
18	2323
19	1116
19	4161
19	4362
19	4383
19	4431
19	4473
19	4527
19	4544
19	4547
19	4568
20	211
20	440
20	1298
20	1862
20	1915
20	2000
20	2037
20	2649
20	3078
20	4274
21	51
21	147
21	152
21	200
21	204
21	369
21	392
21	424
21	987
21	1603
22	455
22	739
22	901
22	1001
22	1011
22	1198
22	1399
22	1430
22	1610
22	4540
23	706
23	1416
23	1522
23	2583
23	2712
23	3077
23	3452
23	3570
23	3588
23	3952
24	62
24	73
24	142
24	330
24	430
24	475
24	502
24	531
24	567
24	4864
25	105
25	199
25	209
25	267
25	357
25	384
25	396
25	425
25	555
25	2696
26	2346
26	2998
26	3546
26	3992
26	4064
26	4268
26	4321
26	4470
26	4521
26	4523
27	2885
27	3775
27	4377
27	4421
27	4460
27	4679
27	4732
27	4776
27	4778
27	4779
28	31
28	42
28	268
28	332
28	343
28	346
28	377
28	519
28	566
28	4869
29	395
29	2798
29	2958
29	3102
29	3134
29	3208
29	3937
29	4030
29	4167
29	4215
30	1973
30	3463
30	3506
30	4369
30	4422
30	4602
30	4765
30	4789
30	4832
30	4863
31	28
31	42
31	268
31	332
31	343
31	346
31	377
31	519
31	566
31	2942
32	4230
32	4877
32	4928
32	4939
32	4945
32	4947
32	4959
32	4960
32	4967
32	4972
33	14
33	106
33	202
33	387
33	744
33	835
33	951
33	961
33	1157
33	4202
34	15
34	38
34	79
34	288
34	307
34	469
34	491
34	500
34	553
34	4585
35	46
35	109
35	171
35	348
35	404
35	457
35	509
35	548
35	584
35	2367
36	104
36	192
36	300
36	358
36	378
36	389
36	426
36	564
36	675
36	3340
37	1442
37	2415
37	3556
37	4003
37	4143
37	4292
37	4361
37	4448
37	4499
37	4501
38	15
38	34
38	79
38	288
38	307
38	469
38	491
38	500
38	553
38	4318
39	2776
39	2907
39	2923
39	3061
39	3348
39	3404
39	3468
